chrom	start	end	region	is_bad_bin	log2_insulation_score_50000	n_valid_pixels_50000	log2_insulation_score_100000	n_valid_pixels_100000	log2_insulation_score_150000	n_valid_pixels_150000	log2_insulation_score_200000	n_valid_pixels_200000	log2_insulation_score_300000	n_valid_pixels_300000	boundary_strength_300000	boundary_strength_100000	boundary_strength_200000	boundary_strength_50000	boundary_strength_150000	is_boundary_50000	is_boundary_100000	is_boundary_150000	is_boundary_200000	is_boundary_300000
chr2	200000	210000	chr2	False	0.002764580527424793	22.0	0.17479887085756332	97.0	0.24561910550252286	222.0	0.3869536761534798	397.0	0.6661824180492668	597.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	210000	220000	chr2	False	-0.1288183663394889	22.0	0.10922673299168904	97.0	0.17475378706848954	222.0	0.2930711403714558	397.0	0.6024328451285952	627.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	220000	230000	chr2	False	-0.1713738768002754	22.0	0.09887216975760972	97.0	0.14238140532743904	222.0	0.2392164222678412	397.0	0.560249954375637	657.0	nan	nan	nan	0.8466179657686745	nan	True	False	False	False	False
chr2	230000	240000	chr2	False	-0.15858306525160792	22.0	0.05674433760402092	97.0	0.11218269198468238	222.0	0.19384392445717794	397.0	0.5153278048304858	687.0	nan	0.05222611172456876	nan	nan	0.7571699805277078	False	False	True	False	False
chr2	240000	250000	chr2	False	-0.049885316823765576	22.0	0.10657752340041401	97.0	0.13595934106209834	222.0	0.1889404206314423	397.0	0.5133073258120272	717.0	0.49367130196129116	nan	0.7558518981958214	nan	nan	False	False	False	True	True
chr2	250000	260000	chr2	False	0.10024452749715626	22.0	0.10897044932858968	97.0	0.14246266287112522	222.0	0.19959848038012415	397.0	0.516316143740932	747.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	260000	270000	chr2	False	0.08765020398075406	22.0	0.04141678383354837	97.0	0.11785614187632333	222.0	0.21043424836243124	397.0	0.5144143042616617	777.0	nan	nan	nan	nan	0.024606520994801886	False	False	False	False	False
chr2	270000	280000	chr2	False	0.023015988569764407	22.0	0.012852814555431096	97.0	0.12996719951403618	222.0	0.23212075768593715	397.0	0.513821066090736	807.0	0.002495077650196076	nan	nan	nan	nan	False	False	False	False	False
chr2	280000	290000	chr2	False	-0.00039548112309382684	22.0	0.011268548881170024	97.0	0.16806623962375777	222.0	0.27585200799887993	397.0	0.5234864344167659	837.0	nan	0.7543719785374059	nan	nan	nan	False	True	False	False	False
chr2	290000	300000	chr2	False	-0.052539650179017384	22.0	0.04439172042841185	97.0	0.22330782660263476	222.0	0.3239044577699534	397.0	0.5418275777344754	867.0	nan	nan	nan	0.15278417767617364	nan	False	False	False	False	False
chr2	300000	310000	chr2	False	-0.025553122455171957	22.0	0.10465239422662061	97.0	0.27166552896192125	222.0	0.3596016359115642	397.0	0.5521730576812889	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	310000	320000	chr2	False	0.03922384964431276	22.0	0.189827930350938	97.0	0.3321802175685878	222.0	0.4084100473375952	397.0	0.5887312030757681	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	320000	330000	chr2	False	0.0907940104969115	22.0	0.2620157619562301	97.0	0.38764689030655075	222.0	0.45865118297886703	397.0	0.6329626869445553	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	330000	340000	chr2	False	0.17749824043966664	22.0	0.35996760679633294	97.0	0.46197038845883237	222.0	0.5179321272849269	397.0	0.6888580254930278	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	340000	350000	chr2	False	0.15473045888034515	22.0	0.4065269581156449	97.0	0.509890045976579	222.0	0.5827779419961219	397.0	0.7589548735645452	897.0	nan	nan	nan	0.022767781559321493	nan	False	False	False	False	False
chr2	350000	360000	chr2	False	0.17435332295565326	22.0	0.4561037180139113	97.0	0.5906633873214271	222.0	0.6348681121440686	397.0	0.8165520500896671	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	360000	370000	chr2	False	0.25179997304004165	22.0	0.5138538038077641	97.0	0.6897748171522372	222.0	0.7075865065441831	397.0	0.8812995290372587	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	370000	380000	chr2	False	0.2611749334720693	22.0	0.5414637286032802	97.0	0.7430493905919185	222.0	0.7505622084547177	397.0	0.9278588655253841	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	380000	390000	chr2	False	0.288221224208579	22.0	0.5533429304022421	97.0	0.7794073253687936	222.0	0.7878658600550926	397.0	0.9478825130375373	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	390000	400000	chr2	False	0.282341246760503	22.0	0.6046016193136595	97.0	0.830938362257476	222.0	0.8466647979968136	397.0	0.9752151629890787	897.0	nan	nan	nan	0.005879977448076001	nan	False	False	False	False	False
chr2	400000	410000	chr2	False	0.39196145156906415	22.0	0.6790455555978597	97.0	0.8504106606645048	222.0	0.8933921708626418	397.0	0.9959508626186604	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	410000	420000	chr2	False	0.4726590318730576	22.0	0.7317757289652728	97.0	0.8561818590808702	222.0	0.927220497610743	397.0	1.0069786277733184	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	420000	430000	chr2	False	0.5719036609336189	22.0	0.756478162210694	97.0	0.8693526725123901	222.0	0.9447923188272638	397.0	1.0061133803880273	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	430000	440000	chr2	False	0.6752440889683992	22.0	0.7656405274185759	97.0	0.8404097534603465	222.0	0.944681047247121	397.0	0.989957430718671	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	440000	450000	chr2	False	0.5980092643864803	22.0	0.7440886112450644	97.0	0.8308706782945005	222.0	0.9423345291831497	397.0	0.9777081823916917	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	450000	460000	chr2	False	0.5512066093103036	22.0	0.693620258111727	97.0	0.7979497387106809	222.0	0.9221941396694803	397.0	0.9499334054472678	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	460000	470000	chr2	False	0.4609848216413287	22.0	0.5992798176839985	97.0	0.741121168556035	222.0	0.8924465989402157	397.0	0.9138666156659392	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	470000	480000	chr2	False	0.2818696682415512	22.0	0.47322690876020945	97.0	0.6466948259076952	222.0	0.8480198331770533	397.0	0.8598104911969348	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	480000	490000	chr2	False	0.2693187388807564	22.0	0.37230090363580826	97.0	0.5864829057601219	222.0	0.7775716689218238	397.0	0.8103845375689871	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	490000	500000	chr2	False	0.25526147910567404	22.0	0.33544059449643054	97.0	0.5412342208115974	222.0	0.7237485402203511	397.0	0.779797755160884	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	500000	510000	chr2	False	0.13749799492133793	22.0	0.2584016415305858	97.0	0.48626729689231607	222.0	0.6458521246836453	397.0	0.7262883329964731	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	510000	520000	chr2	False	0.11755063136843354	22.0	0.20671230214797626	97.0	0.44821879384342234	222.0	0.5592387804701503	397.0	0.6740120521295535	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	520000	530000	chr2	False	0.08843539319857077	22.0	0.20099491325829155	97.0	0.4437346744716682	222.0	0.515949773325399	397.0	0.6296091177285491	897.0	nan	0.2526760841859324	nan	nan	nan	False	False	False	False	False
chr2	530000	540000	chr2	False	0.008106099171515196	22.0	0.2021511025762681	97.0	0.4193277063982147	222.0	0.472610691748678	397.0	0.5803879901439332	897.0	nan	nan	nan	0.3113829154967217	0.018278883074388963	True	False	False	False	False
chr2	540000	550000	chr2	False	0.14420199245351054	22.0	0.3215739477857056	97.0	0.43760658947260367	222.0	0.4504798219669338	397.0	0.5317597845288132	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	550000	560000	chr2	False	0.15515176441991776	22.0	0.38537556840300147	97.0	0.4253349836211515	222.0	0.4178124930986777	397.0	0.48235524333947705	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	560000	570000	chr2	False	0.2259239556866588	22.0	0.44234337036844656	97.0	0.4130888535645982	222.0	0.38940525101354206	397.0	0.44112153360468176	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	570000	580000	chr2	False	0.23944074393728648	22.0	0.45367099744422396	97.0	0.3936938403427453	222.0	0.3465107041943844	397.0	0.38003413898170335	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	580000	590000	chr2	False	0.3194890146682369	22.0	0.44789401898655457	97.0	0.3752263846848564	222.0	0.3184051670187511	397.0	0.3315838086869439	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	590000	600000	chr2	False	0.26865567555993514	22.0	0.38684949458585904	97.0	0.3166708001125654	222.0	0.24854425432350094	397.0	0.2648872178275427	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	600000	610000	chr2	False	0.17340339063505686	22.0	0.3026208361555177	97.0	0.23260959363763448	222.0	0.17274292739515687	397.0	0.18683468515865861	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	610000	620000	chr2	False	0.11915172239940508	22.0	0.22777876104974784	97.0	0.1729397309278687	222.0	0.12227392483126802	397.0	0.10847411730081499	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	620000	630000	chr2	False	-0.028222896775776225	22.0	0.08222294254761194	97.0	0.09045128482397687	222.0	0.05375408087949924	397.0	0.027099182709479423	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	630000	640000	chr2	False	-0.22116245258189549	22.0	-0.1048829283954273	97.0	-0.008944387076831406	222.0	-0.04943924697965179	397.0	-0.06236634621571847	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	640000	650000	chr2	False	-0.26768162248423655	22.0	-0.21679781082236585	97.0	-0.12101990782778962	222.0	-0.1376299461684487	397.0	-0.1493854004256451	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	650000	660000	chr2	False	-0.3775651833248205	22.0	-0.3483921326764195	97.0	-0.24854304292655297	222.0	-0.24877209890579136	397.0	-0.25312140467818406	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	660000	670000	chr2	False	-0.4461185877353896	22.0	-0.47597701563412703	97.0	-0.3606398611352967	222.0	-0.3671349841080873	397.0	-0.355860068220144	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	670000	680000	chr2	False	-0.5559052315227235	22.0	-0.5522396865167145	97.0	-0.5090143242592149	222.0	-0.45709407661637486	397.0	-0.4607074414018722	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	680000	690000	chr2	False	-0.634637634429983	22.0	-0.5595973869883216	97.0	-0.5651696018570187	222.0	-0.4706007245223842	397.0	-0.4937923850585772	897.0	1.2009828491184178	1.0459817030974694	nan	1.2618913579576572	1.1306665150708726	True	True	True	False	True
chr2	690000	700000	chr2	False	-0.559442739485243	22.0	-0.5433726109510016	97.0	-0.5449740099087319	222.0	-0.47250667035489463	397.0	-0.48459177213102456	897.0	nan	nan	1.1014819368484952	nan	nan	False	False	False	True	False
chr2	700000	710000	chr2	False	-0.4351076504790471	22.0	-0.5046274572867518	97.0	-0.5131851794770854	222.0	-0.4320008641298372	397.0	-0.4521790260122685	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	710000	720000	chr2	False	-0.28700199037154256	22.0	-0.44622997449983043	97.0	-0.4546130162856959	222.0	-0.3850474939376383	397.0	-0.4030094808308615	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	720000	730000	chr2	False	-0.21017135843617668	22.0	-0.40840517366417395	97.0	-0.39469553537348523	222.0	-0.35204905397193226	397.0	-0.36370889405904305	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	730000	740000	chr2	False	-0.1391263495667545	22.0	-0.31081180058981756	97.0	-0.32273022367862697	222.0	-0.313856775212094	397.0	-0.3128999721735349	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	740000	750000	chr2	False	-0.12442263786365158	22.0	-0.26253931197311725	97.0	-0.28095399848033564	222.0	-0.27067294806206177	397.0	-0.2598089088155836	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	750000	760000	chr2	False	-0.07991807857257707	22.0	-0.2045705041997187	97.0	-0.24120251678082785	222.0	-0.24225520200500789	397.0	-0.2173672886708139	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	760000	770000	chr2	False	-0.0066052647471354226	22.0	-0.10479831923325987	97.0	-0.18722250539998792	222.0	-0.19448634410631038	397.0	-0.17805148541757543	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	770000	780000	chr2	False	0.03205076981604426	22.0	-0.0145026024031653	97.0	-0.13582363989562776	222.0	-0.15951590761064774	397.0	-0.14205239650011653	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	780000	790000	chr2	False	-0.0525780127409484	22.0	0.019349293622057125	97.0	-0.11066544268283304	222.0	-0.13490621738198535	397.0	-0.11756635941508468	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	790000	800000	chr2	False	-0.07328460389926617	22.0	0.05659842073198108	97.0	-0.07119152342863082	222.0	-0.10811395604259975	397.0	-0.08888253985085323	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	800000	810000	chr2	False	-0.12022322338255256	22.0	0.017597280251569918	97.0	-0.0564979257529078	222.0	-0.10028963684310276	397.0	-0.06941431667207247	897.0	nan	nan	nan	0.09729448722751946	nan	False	False	False	False	False
chr2	810000	820000	chr2	False	-0.029676015827993507	22.0	0.001999844865523448	97.0	-0.006899353674891545	222.0	-0.07846579334285857	397.0	-0.05385086059211629	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	820000	830000	chr2	False	-0.022928736155033106	22.0	0.0011798938355710707	97.0	0.03188395681906202	222.0	-0.03136834259610155	397.0	-0.012658013312994624	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	830000	840000	chr2	False	-0.12031786970761421	22.0	-0.034074945908670495	97.0	0.023646161888030294	222.0	-0.008210284217930757	397.0	0.013795273416402198	897.0	nan	nan	nan	nan	0.002906195824525011	False	False	False	False	False
chr2	840000	850000	chr2	False	-0.1699683082892682	22.0	-0.058373337067676986	97.0	0.026552357712555305	222.0	0.0087638492289266	397.0	0.03887101071260478	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	850000	860000	chr2	False	-0.18174920814835602	22.0	-0.0927708437169054	97.0	-0.015388385732191248	222.0	0.017418440068456657	397.0	0.0653827711273649	897.0	nan	nan	nan	0.21379997796440028	nan	False	False	False	False	False
chr2	860000	870000	chr2	False	-0.16799960213498427	22.0	-0.13015765183194286	97.0	-0.02258867711053087	222.0	0.044882383799447055	397.0	0.0940059724724101	897.0	nan	0.18675607256392396	nan	nan	0.05447263392959289	False	False	False	False	False
chr2	870000	880000	chr2	False	-0.12937835639934694	22.0	-0.11989275119151944	97.0	-0.014992690952356105	222.0	0.07829458095349989	397.0	0.11335448385807487	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	880000	890000	chr2	False	-0.05789565584921805	22.0	-0.09921546962208372	97.0	0.003860452258869855	222.0	0.11954387267549776	397.0	0.14150608233201858	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	890000	900000	chr2	False	-0.0996493986849827	22.0	-0.11098403556501914	97.0	-0.0074846595425003245	222.0	0.13773686418138334	397.0	0.16277098508479895	897.0	nan	nan	nan	nan	0.01134511180137018	False	False	False	False	False
chr2	900000	910000	chr2	False	-0.153123459717622	22.0	-0.1140410557111638	97.0	0.0035267365589148002	222.0	0.1405724347122209	397.0	0.183881345428625	897.0	nan	0.014825586089080078	nan	nan	nan	False	False	False	False	False
chr2	910000	920000	chr2	False	-0.15488859685270046	22.0	-0.05121617475281444	97.0	0.05544813007160052	222.0	0.16637451877737675	397.0	0.21515730789547435	897.0	nan	nan	nan	0.09699294100348241	nan	False	False	False	False	False
chr2	920000	930000	chr2	False	-0.13438363511413176	22.0	-0.05276255010344155	97.0	0.06533785809696531	222.0	0.17017877635244782	397.0	0.24287161970927487	897.0	nan	0.0015463753506271133	nan	nan	nan	False	False	False	False	False
chr2	930000	940000	chr2	False	-0.09724581544225924	22.0	0.0069718292089872656	97.0	0.10668283298038464	222.0	0.1957334425006566	397.0	0.28484883743512424	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	940000	950000	chr2	False	-0.07191066242229428	22.0	0.08068887938673942	97.0	0.15104477801361965	222.0	0.20148950175600652	397.0	0.3120389743697377	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	950000	960000	chr2	False	0.025455007508558145	22.0	0.17270862395767275	97.0	0.22113453467171307	222.0	0.25497063306489753	397.0	0.3612554578704549	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	960000	970000	chr2	False	0.04924601116621365	22.0	0.1972686082794644	97.0	0.2805395968194059	222.0	0.29938089391486095	397.0	0.3968825874378054	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	970000	980000	chr2	False	0.15579769060388043	22.0	0.21823871636620654	97.0	0.28599274154396953	222.0	0.3078384217222187	397.0	0.4177880375535828	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	980000	990000	chr2	False	0.1497980496916476	22.0	0.24011580360255438	97.0	0.28044156273201376	222.0	0.3109666877682412	397.0	0.4351111673952227	897.0	nan	nan	nan	nan	0.00555117881195577	False	False	False	False	False
chr2	990000	1000000	chr2	False	0.13877142355900374	22.0	0.22413435542954765	97.0	0.29954036997448574	222.0	0.3368200509833172	397.0	0.4436216707491547	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	1000000	1010000	chr2	False	0.1088068938035745	22.0	0.21435101837244178	97.0	0.2898273218570766	222.0	0.342388949706037	397.0	0.4477607139976106	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	1010000	1020000	chr2	False	0.1045148543694978	22.0	0.20999357996081888	97.0	0.2662768610514268	222.0	0.3400548451423451	397.0	0.4404538374443684	897.0	nan	nan	nan	0.011322989221273144	nan	False	False	False	False	False
chr2	1020000	1030000	chr2	False	0.11583784359077094	22.0	0.1758227178727087	97.0	0.24907194973984406	222.0	0.33574136378678426	397.0	0.4290486672861294	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	1030000	1040000	chr2	False	0.04411600507857861	22.0	0.1501014219719341	97.0	0.20791279655774975	222.0	0.3089102369855236	397.0	0.4246285496604691	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	1040000	1050000	chr2	False	0.01151926770010573	22.0	0.1445317189445561	97.0	0.18935727424794452	222.0	0.2945473794649879	397.0	0.41781394326503457	897.0	0.02994677073257601	nan	nan	0.1442784229037747	0.11018309572654122	False	False	False	False	False
chr2	1050000	1060000	chr2	False	0.0541246140267962	22.0	0.13429635605060325	97.0	0.20606282037361934	222.0	0.292197831373064	397.0	0.4278535260850753	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	1060000	1070000	chr2	False	0.10370081739557557	22.0	0.1012236895343065	97.0	0.22543896114805678	222.0	0.29175808408480813	397.0	0.4259044287588538	897.0	0.001949097326221505	0.07741346551425671	0.0189928835734392	nan	nan	False	False	False	False	False
chr2	1070000	1080000	chr2	False	0.15689699026475845	22.0	0.1428662080569366	97.0	0.25726894557060015	222.0	0.3059709771863099	397.0	0.4319149698647586	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	1080000	1090000	chr2	False	0.13669412042956341	22.0	0.16636104979605756	97.0	0.2481157684598154	222.0	0.30307974773122465	397.0	0.43284217620587623	897.0	nan	nan	0.0028912294550852424	0.0007825361188439628	0.009153177110784755	False	False	False	False	False
chr2	1090000	1100000	chr2	False	0.13747665654840738	22.0	0.1786371550485632	97.0	0.26244959423438724	222.0	0.31075096765824733	397.0	0.43114411207392644	897.0	0.0016980641319497836	nan	nan	nan	nan	False	False	False	False	False
chr2	1100000	1110000	chr2	False	0.08835497713483968	22.0	0.17459848109685003	97.0	0.22840202315162916	222.0	0.30296447868187415	397.0	0.4326022989846898	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	1110000	1120000	chr2	False	0.07626553903613303	22.0	0.15700514150248118	97.0	0.20846625656017478	222.0	0.2912667288373069	397.0	0.43277350417725796	897.0	nan	nan	nan	0.02660722538361257	nan	False	False	False	False	False
chr2	1120000	1130000	chr2	False	0.1028727644197456	22.0	0.15031217830805735	97.0	0.20840252597234346	222.0	0.2836037056798145	397.0	0.4408238650318846	897.0	nan	0.005860337913257269	0.05878524402622248	nan	0.05404706826204378	False	False	False	False	False
chr2	1130000	1140000	chr2	False	0.07792973687124724	22.0	0.15617251622131462	97.0	0.22415392529884043	222.0	0.2892324541021105	397.0	0.4400802297986468	897.0	0.0007436352332377827	nan	nan	nan	nan	False	False	False	False	False
chr2	1140000	1150000	chr2	False	0.0058003862577810615	22.0	0.14014474853500788	97.0	0.2385236572678249	222.0	0.29408978440754197	397.0	0.44650804678578837	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	1150000	1160000	chr2	False	-0.055905534834699754	22.0	0.12749354084355913	97.0	0.2409561674961735	222.0	0.30855675913900366	397.0	0.4516473599070001	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	1160000	1170000	chr2	False	-0.07213817667915907	22.0	0.11844100684944706	97.0	0.2326975597536951	222.0	0.31025536860333075	397.0	0.4591418163667658	897.0	nan	nan	nan	0.11379980953127228	nan	False	False	False	False	False
chr2	1170000	1180000	chr2	False	-0.0234839200099514	22.0	0.10697796560372151	97.0	0.22224899560133232	222.0	0.3086107998400591	397.0	0.46241307538812343	897.0	nan	0.047952059008900275	0.0016445687632716255	nan	0.013190144381737184	False	False	False	False	False
chr2	1180000	1190000	chr2	False	0.027568234360088865	22.0	0.12555711214719195	97.0	0.23322431358959805	222.0	0.3250852074550927	397.0	0.4705795057232236	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	1190000	1200000	chr2	False	0.04166163285211321	22.0	0.1549300246126218	97.0	0.2354391399830695	222.0	0.3326908228847723	397.0	0.48568681823971066	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	1200000	1210000	chr2	False	0.029417399185273023	22.0	0.14438359512689775	97.0	0.23119516787716887	222.0	0.33649010560972786	397.0	0.49770774706145443	897.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	1210000	1220000	chr2	False	-0.10795162018240963	22.0	0.09452051012431249	97.0	0.2191135605237227	222.0	0.3278768973528973	397.0	0.5122400988588639	867.0	nan	0.1455952934782419	0.00861320825683054	nan	0.0218426069724508	False	False	False	False	False
chr2	1220000	1230000	chr2	False	-0.1644782466517222	22.0	0.10869340259512476	97.0	0.23021825236949012	222.0	0.33820404827020495	397.0	0.529157526846794	867.0	nan	nan	nan	0.3213752369164806	nan	True	False	False	False	False
